Title, link_posizione,Luogo,Azienda,score_trasparenza,Regione,Featured Image
Plant Operational Excellence Intern,https://careers.chiesi.com/job/PARMA-Plant-Operational-Excellence-Intern/806982802/,PARMA,Chiesi,88,Emilia-Romagna,https://pietrotorna.it/wp-content/uploads/2025/01/Logo_Chiesi2.png
Global Automation & Digitalization Manager,https://careers.chiesi.com/job/Parma-Global-Automation-&-Digitalization-Manager/808912702/,Parma,Chiesi,88,Emilia-Romagna,https://pietrotorna.it/wp-content/uploads/2025/01/Logo_Chiesi2.png
DS Analytical Technician,https://careers.chiesi.com/job/Parma-DS-Analytical-Technician/802597402/,Parma,Chiesi,88,Emilia-Romagna,https://pietrotorna.it/wp-content/uploads/2025/01/Logo_Chiesi2.png
Global Regulatory Affairs Manager,https://careers.chiesi.com/job/Parma-Global-Regulatory-Affairs-Manager/809687302/,Parma,Chiesi,88,Emilia-Romagna,https://pietrotorna.it/wp-content/uploads/2025/01/Logo_Chiesi2.png
Global R&D Cost & Resource Specialist,https://careers.chiesi.com/job/Parma-Global-R&D-Cost-&-Resource-Specialist/799776802/,Parma,Chiesi,88,Emilia-Romagna,https://pietrotorna.it/wp-content/uploads/2025/01/Logo_Chiesi2.png
Head of Global Pharmacovigilance Center of Excellence,https://careers.chiesi.com/job/Parma-Head-of-Global-Pharmacovigilance-Center-of-Excellence/807747602/,Parma,Chiesi,88,Emilia-Romagna,https://pietrotorna.it/wp-content/uploads/2025/01/Logo_Chiesi2.png
HQ Talent Acquisition Intern,https://careers.chiesi.com/job/Parma-HQ-Talent-Acquisition-Intern/804597102/,Parma,Chiesi,88,Emilia-Romagna,https://pietrotorna.it/wp-content/uploads/2025/01/Logo_Chiesi2.png
Global Medical Affairs Clinical Operations Intern,https://careers.chiesi.com/job/Parma-Global-Medical-Affairs-Clinical-Operations-Intern/810202602/,Parma,Chiesi,88,Emilia-Romagna,https://pietrotorna.it/wp-content/uploads/2025/01/Logo_Chiesi2.png
Stage - Health Safety & Environment Affiliates,https://careers.chiesi.com/job/Parma-Stage-Health-Safety-&-Environment-Affiliates/808608202/,Parma,Chiesi,88,Emilia-Romagna,https://pietrotorna.it/wp-content/uploads/2025/01/Logo_Chiesi2.png
Medical Information Intern,https://careers.chiesi.com/job/Parma-Medical-Information-Intern/804593002/,Parma,Chiesi,88,Emilia-Romagna,https://pietrotorna.it/wp-content/uploads/2025/01/Logo_Chiesi2.png
"GPV Operations Unit Head, Care",https://careers.chiesi.com/job/Parma-GPV-Operations-Unit-Head%2C-Care/806631202/,Parma,Chiesi,88,Emilia-Romagna,https://pietrotorna.it/wp-content/uploads/2025/01/Logo_Chiesi2.png
Global Trademarks Specialist,https://careers.chiesi.com/job/Parma-Global-Trademarks-Specialist/810142702/,Parma,Chiesi,88,Emilia-Romagna,https://pietrotorna.it/wp-content/uploads/2025/01/Logo_Chiesi2.png
Group HR Analytics & HRIS Intern,https://careers.chiesi.com/job/Parma-Group-HR-Analytics-&-HRIS-Intern/809327602/,Parma,Chiesi,88,Emilia-Romagna,https://pietrotorna.it/wp-content/uploads/2025/01/Logo_Chiesi2.png
Clinical Risk Operation Specialist,https://careers.chiesi.com/job/Parma-Clinical-Risk-Operation-Specialist/809640402/,Parma,Chiesi,88,Emilia-Romagna,https://pietrotorna.it/wp-content/uploads/2025/01/Logo_Chiesi2.png
R&D Scientific Information Specialist - Temporary,https://careers.chiesi.com/job/Parma-R&D-Scientific-Information-Specialist-Temporary/808919202/,Parma,Chiesi,88,Emilia-Romagna,https://pietrotorna.it/wp-content/uploads/2025/01/Logo_Chiesi2.png
Real World Evidence Study Manager - Temporary,https://careers.chiesi.com/job/Parma-Real-World-Evidence-Study-Manager-Temporary/791929802/,Parma,Chiesi,88,Emilia-Romagna,https://pietrotorna.it/wp-content/uploads/2025/01/Logo_Chiesi2.png
AP Specialist South Europe,https://careers.chiesi.com/job/Parma-AP-Specialist-South-Europe/809750802/,Parma,Chiesi,88,Emilia-Romagna,https://pietrotorna.it/wp-content/uploads/2025/01/Logo_Chiesi2.png
Tax Italy Manager,https://careers.chiesi.com/job/Parma-Tax-Italy-Manager/806947302/,Parma,Chiesi,88,Emilia-Romagna,https://pietrotorna.it/wp-content/uploads/2025/01/Logo_Chiesi2.png
"Operational Governance Senior Specialist, AIR",https://careers.chiesi.com/job/Parma-Operational-Governance-Senior-Specialist%2C-AIR/804484002/,Parma,Chiesi,88,Emilia-Romagna,https://pietrotorna.it/wp-content/uploads/2025/01/Logo_Chiesi2.png
Technical & Business Project Manager,https://careers.chiesi.com/job/Parma-Technical-&-Business-Project-Manager/806817002/,Parma,Chiesi,88,Emilia-Romagna,https://pietrotorna.it/wp-content/uploads/2025/01/Logo_Chiesi2.png
Global Regulatory Lead,https://careers.chiesi.com/job/Parma-Global-Regulatory-Lead/799253202/,Parma,Chiesi,88,Emilia-Romagna,https://pietrotorna.it/wp-content/uploads/2025/01/Logo_Chiesi2.png
Global Functions Finance Business Partner,https://careers.chiesi.com/job/Parma-Global-Functions-Finance-Business-Partner/806840602/,Parma,Chiesi,88,Emilia-Romagna,https://pietrotorna.it/wp-content/uploads/2025/01/Logo_Chiesi2.png
"Statistical Programmer, Data Analyst - Temporary",https://careers.chiesi.com/job/Parma-Statistical-Programmer%2C-Data-Analyst-Temporary/803077102/,Parma,Chiesi,88,Emilia-Romagna,https://pietrotorna.it/wp-content/uploads/2025/01/Logo_Chiesi2.png
Analytical Scientist,https://careers.chiesi.com/job/Parma-Analytical-Scientist/799611302/,Parma,Chiesi,88,Emilia-Romagna,https://pietrotorna.it/wp-content/uploads/2025/01/Logo_Chiesi2.png
"Senior Medical Lead Dermatology, Rare Diseases, Europe & International",https://careers.chiesi.com/job/Anywhere-in-Europe-Senior-Medical-Lead-Dermatology%2C-Rare-Diseases%2C-Europe-&-International/802545702/,Anywhere in Europe,Chiesi,88,,https://pietrotorna.it/wp-content/uploads/2025/01/Logo_Chiesi2.png
Financial controller,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2828643,Torino,Revolv Space,Pending,Piemonte,https://s3.amazonaws.com/media.ventureloop.com/images/RevolvSpace_paint.png
Quality Assurance Consultant,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2828635,Torino,Revolv Space,Pending,Piemonte,https://s3.amazonaws.com/media.ventureloop.com/images/RevolvSpace_paint.png
People Partner,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2828633,Torino,Revolv Space,Pending,Piemonte,https://s3.amazonaws.com/media.ventureloop.com/images/RevolvSpace_paint.png
Sales Intern,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2828631,Torino,Revolv Space,Pending,Piemonte,https://s3.amazonaws.com/media.ventureloop.com/images/RevolvSpace_paint.png
Ph.D. Candidate (Mac4Me Project) - Genova,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2798385,Remoto,React4life,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/React4life_logo.png
Ruby Backend Engineer - remote friendly,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2828620,Milano,Qonto,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Qonto_Untitled.png
Site Reliability Engineer Storage - remote friendly,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2828614,Milano,Qonto,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Qonto_Untitled.png
FCC Officer - Italy,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2828583,Milano,Qonto,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Qonto_Untitled.png
Senior Software Engineer per progetti IIoT,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2291622,Milano,Miraitek,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Miraitek_logo.png
Geomatic Technician Junior (COD: GTJ202211site),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2381056,Faenza,Monitor the Planet,Pending,Emilia-Romagna,https://s3.amazonaws.com/media.ventureloop.com/images/MonitorthePlanet_logo.png
Impiegato Commerciale (COD: AAM202211site),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2823394,Faenza,Monitor the Planet,Pending,Emilia-Romagna,https://s3.amazonaws.com/media.ventureloop.com/images/MonitorthePlanet_logo.png
Data Scientist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2798375,Bologna,Musixmatch,Pending,Emilia-Romagna,https://s3.amazonaws.com/media.ventureloop.com/images/Musixmatch_logo.png
Senior Accountant,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2798374,Bologna,Musixmatch,Pending,Emilia-Romagna,https://s3.amazonaws.com/media.ventureloop.com/images/Musixmatch_logo.png
Web Developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=1707782,Bari,Mindesk,Pending,Puglia,https://s3.amazonaws.com/media.ventureloop.com/images/Mindesk_1og0.png
DevOps - System Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2808145,Milano,MDOTM,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/MDOTMLtd_MDOTMLtd.png
Marketing Manager,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2814790,Milano,MDOTM,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/MDOTMLtd_MDOTMLtd.png
Product Designer (UX/UI),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2808146,Milano,MDOTM,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/MDOTMLtd_MDOTMLtd.png
Project Manager,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2808147,Milano,MDOTM,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/MDOTMLtd_MDOTMLtd.png
Data Analyst,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2652210,Milano,MDOTM,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/MDOTMLtd_MDOTMLtd.png
Data Scientist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2552919,Milano,MDOTM,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/MDOTMLtd_MDOTMLtd.png
Junior Frontend Developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2552907,Milano,MDOTM,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/MDOTMLtd_MDOTMLtd.png
Senior VP Business Development,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2823242,Milano,MDOTM,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/MDOTMLtd_MDOTMLtd.png
Fullstack team Manager - Remote friendly,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2812025,Milano,Qonto,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Qonto_Untitled.png
R&D Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2761772,Torino,Makr Shakr,Pending,Piemonte,https://s3.amazonaws.com/media.ventureloop.com/images/MakrShakr_1og0.png
R&D Intern,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2761774,Torino,Makr Shakr,Pending,Piemonte,https://s3.amazonaws.com/media.ventureloop.com/images/MakrShakr_1og0.png
Junior HR Generalist - Internship,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2700589,Milano,Mainstreaming,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Mainstreaming_mainstream.png
Junior Software Developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2345362,Milano,Mainstreaming,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Mainstreaming_mainstream.png
Office Management,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2823400,Milano,Mainstreaming,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Mainstreaming_mainstream.png
Office Manager,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2823402,Milano,Mainstreaming,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Mainstreaming_mainstream.png
Senior Software Developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2604859,Milano,Mainstreaming,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Mainstreaming_mainstream.png
Customer Care Agent 🇮🇹 (6 months contract),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2820405,Milano,Qonto,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Qonto_Untitled.png
Junior Campaign Manager,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2738023,Imola,MAF,Pending,Emilia-Romagna,https://s3.amazonaws.com/media.ventureloop.com/images/Myappfree_1og0.png
Mobile Developer Senior,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2798735,Imola,MAF,Pending,Emilia-Romagna,https://s3.amazonaws.com/media.ventureloop.com/images/Myappfree_1og0.png
Sales Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2604898,Padova,Logbot,Pending,Veneto,https://s3.amazonaws.com/media.ventureloop.com/images/Logbot_logo.png
Laureato in informatica,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2817764,Milano,Kineton,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Kineton_logo2.png
Laureato in informatica,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2817766,Napoli,Kineton,Pending,Campania,https://s3.amazonaws.com/media.ventureloop.com/images/Kineton_logo2.png
Mobile & Back-End Developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2817767,Napoli,Kineton,Pending,Campania,https://s3.amazonaws.com/media.ventureloop.com/images/Kineton_logo2.png
Mobile Developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2817769,Milano,Kineton,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Kineton_logo2.png
Mobile Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2817770,Napoli,Kineton,Pending,Campania,https://s3.amazonaws.com/media.ventureloop.com/images/Kineton_logo2.png
Network Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2795581,Milano,Kineton,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Kineton_logo2.png
Network Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2795582,Napoli,Kineton,Pending,Campania,https://s3.amazonaws.com/media.ventureloop.com/images/Kineton_logo2.png
Project Manager Technical Lead,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2804933,Napoli,Kineton,Pending,Campania,https://s3.amazonaws.com/media.ventureloop.com/images/Kineton_logo2.png
Perito Assicurativo RCA,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2828500,Roma,Insoore,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/Insoore_logo.png
Content Marketing Specialist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=1676892,Remoto,Inreception,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Inreception_1og0.png
Sales Manager,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=1676890,Remoto,Inreception,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Inreception_1og0.png
"Product Engineer, Senior - Milan",https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2811771,Milano,Indigo,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Indigo_1og0.png
Business Development Representative (BDR) - Milan,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2811770,Milano,Indigo,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Indigo_1og0.png
Senior DevOps Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2828498,Remoto,iGenius,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/iGenius_paint.png
Project Manager,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2828497,Milano,iGenius,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/iGenius_paint.png
Full Stack Developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2811877,Remoto,iGenius,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/iGenius_paint.png
Machine Learning Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2741748,Milano,iGenius,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/iGenius_paint.png
MLOps Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2811875,Remoto,iGenius,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/iGenius_paint.png
Presales Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2784683,Milano,iGenius,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/iGenius_paint.png
Solution Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2795287,Milano,iGenius,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/iGenius_paint.png
Technical Recruiter,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2777961,Milano,iGenius,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/iGenius_paint.png
Content Creator,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2396133,Milano,Hi-Interiors,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Hi-Interiors_logo.png
Tecnico Sistemista IT,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2378323,Remoto,Hevolus,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Hevolus_logo.png
Firmware Developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2529121,Remoto,G-move,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/G-move_logo.png
Social Media & Content Manager,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2741715,Milano,Fler,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Fler_1og0.png
Senior Procurement Specialist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2825830,Milano,Phononic Vibes,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/PhononicVibes_1og0.png
Manufacturing Quality Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2823108,Roma,OhmSpace,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/OhmSpace_logo.png
Customer Care Specialist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2748632,Verona,Everli,Pending,Veneto,https://s3.amazonaws.com/media.ventureloop.com/images/Everli_1og0.png
Key Account Manager - FMCG Industry and Media Agency,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2748640,Milano,Everli,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Everli_1og0.png
Local Operations Lead,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2811716,Milano,Everli,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Everli_1og0.png
Operations Specialist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2811714,Milano,Everli,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Everli_1og0.png
Senior Product Designer Lead,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2784620,Milano,Everli,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Everli_1og0.png
Software QA Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2828405,Milano,Empatica,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Empatica_logo.png
Data Scientist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2801752,Milano,Empatica,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Empatica_logo.png
Android Developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2801753,Milano,Empatica,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Empatica_logo.png
DevOps Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2795260,Remoto,Eggtronic,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Eggtronic_logojpg.jpg
Digital IC Designer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2817566,Remoto,Eggtronic,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Eggtronic_logojpg.jpg
Firmware Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2764773,Remoto,Eggtronic,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Eggtronic_logojpg.jpg
Hardware Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2764768,Remoto,Eggtronic,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Eggtronic_logojpg.jpg
IC Verification Engineer (junior),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2795259,Remoto,Eggtronic,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Eggtronic_logojpg.jpg
Junior Hardware IC Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2795261,Modena,Eggtronic,Pending,Emilia-Romagna,https://s3.amazonaws.com/media.ventureloop.com/images/Eggtronic_logojpg.jpg
APPLICATION SPECIALIST,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2378346,Remoto,Echolight,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Echolight_1og0.png
ASSISTENTE MARKETING JUNIOR,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2378349,Lecce,Echolight,Pending,Puglia,https://s3.amazonaws.com/media.ventureloop.com/images/Echolight_1og0.png
CLINICAL SCIENTIST,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2784558,Remoto,Echolight,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Echolight_1og0.png
DATA MANAGER & SCIENTIFIC WRITER,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2787989,Lecce,Echolight,Pending,Puglia,https://s3.amazonaws.com/media.ventureloop.com/images/Echolight_1og0.png
INGEGNERE TEST E PRODUZIONE,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2784553,Remoto,Echolight,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Echolight_1og0.png
JUNIOR PROJECT MANAGER,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2378354,Lecce,Echolight,Pending,Puglia,https://s3.amazonaws.com/media.ventureloop.com/images/Echolight_1og0.png
JUNIOR SALES MANAGER,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2378347,Lecce,Echolight,Pending,Puglia,https://s3.amazonaws.com/media.ventureloop.com/images/Echolight_1og0.png
SVILUPPATORE APP DESKTOP,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2378353,Lecce,Echolight,Pending,Puglia,https://s3.amazonaws.com/media.ventureloop.com/images/Echolight_1og0.png
Senior Firmware Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2823131,Milano,E-Novia,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/E-Novia_logojpg.jpg
Cybersecurity Specialist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2615554,Torino,Drivesec,Pending,Piemonte,https://s3.amazonaws.com/media.ventureloop.com/images/DRIVESEC_1og0.png
Embedded Software Engineer for Cybersecurity,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2183171,Torino,Drivesec,Pending,Piemonte,https://s3.amazonaws.com/media.ventureloop.com/images/DRIVESEC_1og0.png
Full Stack Developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2576717,Milano,Drexcode,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Drexcode_DREXCODE.png
Software Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2823116,Milano,DRB,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/DRBsrl_paint.png
Graphic Design Intern,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2058991,Milano,Dog Heroes,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/DogHeroes_dogheroes.png
Head of Growth,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2413786,Milano,Dog Heroes,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/DogHeroes_dogheroes.png
City Manager / Student Coordinator,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2269661,Firenze,Doctors in Italy,Pending,Toscana,https://s3.amazonaws.com/media.ventureloop.com/images/DoctorsinItaly_logo.png
Patient Care Coordinator,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2269659,Roma,Doctors in Italy,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/DoctorsinItaly_logo.png
Operations & Finance Intern,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2828394,Remoto,Develhope,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Develhope_DEESUP.png
Business Developer France,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2817890,Remoto,Daze,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Daze_caze.jpg
Business Developer Italy,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2817891,Remoto,Daze,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Daze_caze.jpg
Business Developer Spain,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2817889,Remoto,Daze,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Daze_caze.jpg
Quality Manager,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2817892,Remoto,Daze,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Daze_caze.jpg
DevOps Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2752495,Remoto,Cubbit,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Cubbit_CUBBIT.png
Internal and external communication intern – Categoria Protetta L.68/99,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2727366,Remoto,Codemotion,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Codemotion_logo.png
Agente di vendita,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2781183,Milano,Chiron,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Chiron_logo.png
Data Scientist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2635549,Milano,Chiron,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Chiron_logo.png
Corporate Legal Consultant (Mid-Junior),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2823078,Milano,Casavo,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Casavo_logo.png
Account Manager,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2754933,Remoto,BrandOn,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/BrandOn_brandon.png
Catalog Marketplace Specialist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2784410,Remoto,BrandOn,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/BrandOn_brandon.png
Senior Farmer Specialist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2504553,Milano,Biofarm,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Biofarm_artrights.png
