Title, link_posizione,Luogo,Azienda,score_trasparenza,Regione,Featured Image
Performance Marketing & SEO Manager,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2795279,Milano,Everli,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Everli_1og0.png
Senior Product Designer Lead,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2820359,Milano,Everli,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Everli_1og0.png
Ingegnere progettazione hardware,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2820348,Modena,Eggtronic,Pending,Emilia-Romagna,https://s3.amazonaws.com/media.ventureloop.com/images/Eggtronic_logojpg.jpg
Power Electronics Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2764769,Remoto,Eggtronic,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Eggtronic_logojpg.jpg
SVILUPPATORE FIRMWARE,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2378352,Lecce,Echolight,Pending,Puglia,https://s3.amazonaws.com/media.ventureloop.com/images/Echolight_1og0.png
ADDETTO TELEMARKETING,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2378344,Milano,Echolight,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Echolight_1og0.png
SVILUPPATORE SOFTWARE SENIOR,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2378355,Lecce,Echolight,Pending,Puglia,https://s3.amazonaws.com/media.ventureloop.com/images/Echolight_1og0.png
Linux Embedded Developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2823129,Remoto,E-Novia,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/E-Novia_logojpg.jpg
Security Systems Architect,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2761692,Torino,Drivesec,Pending,Piemonte,https://s3.amazonaws.com/media.ventureloop.com/images/DRIVESEC_1og0.png
Cybersecurity Test Enegineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2752126,Torino,Drivesec,Pending,Piemonte,https://s3.amazonaws.com/media.ventureloop.com/images/DRIVESEC_1og0.png
Customer Love Team Intern,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2661312,Milano,Dog Heroes,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/DogHeroes_dogheroes.png
Ambulatory Nurse,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2269657,Roma,Doctors in Italy,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/DoctorsinItaly_logo.png
Java Tutors,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2030422,Remoto,Develhope,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Develhope_DEESUP.png
Salesforce Tutor,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2039791,Remoto,Develhope,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Develhope_DEESUP.png
Mobile (Maui) Developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2814578,Remoto,Daze,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Daze_caze.jpg
Enterprise Solutions Architect,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2795233,Remoto,Cubbit,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Cubbit_CUBBIT.png
Sales Development Representative,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2761667,Remoto,Cubbit,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Cubbit_CUBBIT.png
Account Executive | Italia,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2727368,Milano,Codemotion,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Codemotion_logo.png
Machine Learning & Data Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2635553,Milano,Chiron,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Chiron_logo.png
Software Developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2635547,Milano,Chiron,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Chiron_logo.png
Agente Immobiliare - Collaborazione a P.Iva (Roma),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2795219,Roma,Casavo,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/Casavo_logo.png
Agente Immobiliare - Collaborazione a P.Iva (Milano),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2795223,Milano,Casavo,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Casavo_logo.png
Content e Comunication Specialist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2784417,Remoto,BrandOn,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/BrandOn_brandon.png
IMPIEGATO – LOGISTIC SPECIALIST E-COMMERCE,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2744520,Milano,BrandOn,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/BrandOn_brandon.png
Onboarding Commerciale,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2754929,Milano,BrandOn,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/BrandOn_brandon.png
Stage Marketplace Customer Care,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2754930,Milano,BrandOn,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/BrandOn_brandon.png
Community Team Intern,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2504560,Milano,Biofarm,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Biofarm_artrights.png
Junior Supply Chain Specialist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2696832,Milano,Biofarm,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Biofarm_artrights.png
Agente in attività finanziaria (Nord Italia),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2787795,Remoto,Banca AideXa,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/AideXa_AideXa.jpg
Diventa un AideXer - INTERNSHIP,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2801642,Milano,Banca AideXa,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/AideXa_AideXa.jpg
Lead Generation Manager,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2595764,Bari,Aulab,Pending,Puglia,https://s3.amazonaws.com/media.ventureloop.com/images/Aulab_Aulab.jpg
Junior Coding Buddy,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2442350,Bari,Aulab,Pending,Puglia,https://s3.amazonaws.com/media.ventureloop.com/images/Aulab_Aulab.jpg
Impiegato Commerciale - Admission Advisor,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2807951,Bari,Aulab,Pending,Puglia,https://s3.amazonaws.com/media.ventureloop.com/images/Aulab_Aulab.jpg
Senior NLP Applied Scientist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2666412,Pisa,Aptus.AI,Pending,Toscana,https://s3.amazonaws.com/media.ventureloop.com/images/Aptus.AI_logo.png
SaaS Architect,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2820284,Remoto,Altilia,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Altilia_Altilia.jpg
Software Engineer .Net Developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=1994971,Bari,Agriverse,Pending,Puglia,https://s3.amazonaws.com/media.ventureloop.com/images/Agriverse_logo.png
CFO assistant,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2798765,Remoto,3DNextech,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/3DNextech_logo.png
Electronic engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2666348,Roma,2hire,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/2hire_2Hire.jpg
Executive Assistant,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2731242,Roma,2hire,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/2hire_2Hire.jpg
Product Manager,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2339771,Roma,2hire,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/2hire_2Hire.jpg
Technical support,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2339766,Roma,2hire,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/2hire_2Hire.jpg
Education And Training Manager,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2816131,Pisa,Medical Microinstruments,Pending,Toscana,https://s3.amazonaws.com/media.ventureloop.com/images/MedicalMicroinstruments_1og0.png
Inside Sales - Milano,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2707152,Milano,Treatwell,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Treatwell_logo.png
Junior System Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2820855,Milano,XTN,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/XTN_1og0.png
Addetto ai traslochi,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2808184,Roma,Wetacoo,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/Wetacoo_logo.png
Backend Java Developer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2768136,Remoto,The Data Appeal Company,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/TheDataAppealCompany_logo.png
Infrastructure & Logistics Specialist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2795164,Milano,Tensive,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Tensive_1og0.png
Senior Backend Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2667432,Milano,Switcho,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Switcho_switcho.png
Startup Analyst Intern,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2704003,Remoto,Startup Geeks,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/StartupGeeks_logo.png
Co-Founder,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2781048,Milano,Startup Bakery,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/StartupBakery_startupbakery.png
Field sales Representative Milano,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2751554,Milano,Soplaya,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Soplaya_soplaya.png
Field sales Representative ho.re.ca Udine,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2751556,Udine,Soplaya,Pending,Friuli-Venezia Giulia,https://s3.amazonaws.com/media.ventureloop.com/images/Soplaya_soplaya.png
Field sales Representative ho.re.ca Padova,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2751558,Padova,Soplaya,Pending,Veneto,https://s3.amazonaws.com/media.ventureloop.com/images/Soplaya_soplaya.png
Driver Padova (25 ore),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2751559,Padova,Soplaya,Pending,Veneto,https://s3.amazonaws.com/media.ventureloop.com/images/Soplaya_soplaya.png
Customer Care Specialist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2751561,Udine,Soplaya,Pending,Friuli-Venezia Giulia,https://s3.amazonaws.com/media.ventureloop.com/images/Soplaya_soplaya.png
AIV Lead Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2777800,Fino Mornasco,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
Embedded Software (Test ) Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2791936,Fino Mornasco,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
Embedded Software Test Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2768135,Fino Mornasco,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
FPGA Hardware Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2752484,Fino Mornasco,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
Hardware Product Assurance Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2748819,Milano,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
Head of Manufacturing Engineering,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2798763,Fino Mornasco,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
Lead Flight Software Engineer - Space Industry Standards,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2741625,Milano,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
Product Assurance Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2748823,Milano,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
Product Assurance Specialist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2735104,Fino Mornasco,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
Program Manager,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2713959,Fino Mornasco,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
Propulsion Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2788458,Milano,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
Senior Electric Propulsion Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2791938,Milano,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
Senior Embedded Software (Test ) Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2788472,Fino Mornasco,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
Senior Ground Systems Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2798762,Milano,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
Specialist Systems Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2817868,Milano,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
Specialist Thermal Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2791939,Milano,D-Orbit,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/D-Orbit_1og0.png
IT Recruiter Junior,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2505399,Pozzuoli,ITDM,Pending,Campania,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
Junior Financial Analyst,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2700555,Pozzuoli,ITDM,Pending,Campania,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
Key Account junior,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2672601,Pozzuoli,ITDM,Pending,Campania,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
Linux junior,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2694313,Roma,ITDM,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
Marketing & Communication specialist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2791923,Pozzuoli,ITDM,Pending,Campania,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
Network engineer - Security,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2548518,Roma,ITDM,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
PMO,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2667044,Pozzuoli,ITDM,Pending,Campania,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
PMO - Junior,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2694310,Pozzuoli,ITDM,Pending,Campania,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
Sales Account Manager,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2700553,Roma,ITDM,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
Senior Data Architect,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2441616,Pozzuoli,ITDM,Pending,Campania,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
Sistemista Applicativo,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2441631,Roma,ITDM,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
Sistemista DevOps,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2529553,Roma,ITDM,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
Sistemista Linux in ambito DevOps,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2672600,Roma,ITDM,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
Sistemista Linux Junior,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2672599,Pozzuoli,ITDM,Pending,Campania,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
Sistemista Microsoft,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2682784,Roma,ITDM,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
Sistemista Microsoft Dynamics CRM certificato,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2571800,Roma,ITDM,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
Sistemista OpenShift,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2667045,Roma,ITDM,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
Sistemista Storage Administrator,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2441584,Roma,ITDM,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
Storage Administrator,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2441636,Roma,ITDM,Pending,Lazio,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
Sviluppatore Back End con competenze AWS,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2721071,Pozzuoli,ITDM,Pending,Campania,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
Sviluppatore Node.JS,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2441613,Pozzuoli,ITDM,Pending,Campania,https://s3.amazonaws.com/media.ventureloop.com/images/ITDM_1og0.png
Machine Learning Engineer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2538667,Milano,smartFAB,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/smartFAB_smartfab.png
Tecnico di Cantiere HSE Bologna,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2823291,Bologna,Sikuro Group,Pending,Emilia-Romagna,https://s3.amazonaws.com/media.ventureloop.com/images/Sikuro_sikuro.png
Senior Software Engineer (Backend),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2521000,Milano,Sibill,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Sibill_logo.png
Programmatic Specialist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2758141,Remoto,Shopfully,Pending,,https://s3.amazonaws.com/media.ventureloop.com/images/Shopfully_logo.png
Corporate Legal Specialist,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2823283,Milano,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Senior Partnership Manager - Connect & PagoPA,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2823272,Milano,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Business Development Manager - Online,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2823263,Milano,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
"Team Leader Field Business Development Milano, Welfare",https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2777659,Milano,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Talent Acquisition Partner,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2700351,Milano,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
"Software Engineer, Back End Developer",https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2521439,Milano,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Satispay Street Promoter - Milano (Collaborazione Autonoma Occasionale),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2795639,Milano,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Inside Sales Welfare,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2661503,Milano,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Field Business Developer (Verona),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2784326,Verona,Satispay,Pending,Veneto,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Field Business Developer (Venezia),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2771201,Venezia,Satispay,Pending,Veneto,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Field Business Developer (Varese),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2771203,Varese,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Field Business Developer (Pesaro),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2771205,Pesaro,Satispay,Pending,Marche,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Field Business Developer (Mantova),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2771217,Mantova,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Field Business Developer (Ancona),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2771220,Ancona,Satispay,Pending,Marche,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Field Business Developer (Alessandria),https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2784332,Alessandria,Satispay,Pending,Piemonte,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Chief Technology Officer,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2754916,Milano,Satispay,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Satispay_logo.png
Account Executive - divisione Telemonitoring,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2778078,Milano,Medicilio,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Medicilio_logo.png
Growth Marketing Director,https://xjobs.cdpventurecapital.it/jobapply_popup.php?jobid=2741827,Milano,Medicilio,Pending,Lombardia,https://s3.amazonaws.com/media.ventureloop.com/images/Medicilio_logo.png
